Unnamed: 0,NAME,TEAM,POS,NAT,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,FOULS,FOULED,TACKLES ATT/WON,AERIALS ATT/WON,DUELS ATT/WON,CLEAR,ERR CHANCE,ERR GOAL,POSS LOST,OFFSIDE,TOUCHES,INTERCEP,RECOV,LAST MAN TACKLE,PASSES,PASS COMP %,FINAL THIRD,LONG BALL,PEN,SHOTS,ON TARGET,BLOCKED,DRIBBLES,TOUCHES IN BOX,BIG CHANCE,CROSSES,SAVES,GOALS CON,PEN CON,PEN SAVE,DECISIVE,FIRST,EQUALISER,PEN WON,RATING,MATCH_ID
,A. Aréola,West Ham,GK,,France,90,-,-,-,-,-,-,0/0,0/0,0/0,-,-,1,9,-,41,-,9,-,28,71%,4,11,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,5.4,3356966
,J. Todibo,West Ham,DR,,France,90,-,-,1,-,3,-,2/2,5/3,11/6,7,-,-,6,-,74,1,7,-,60,92%,5,3,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,7.0,3356966
,M. Kilman,West Ham,DC,,England,90,-,-,-,-,-,-,2/2,5/3,8/5,5,-,-,5,-,65,-,1,-,55,93%,7,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.4,3356966
,A. Cresswell,West Ham,DL,,England,58,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,6,-,49,-,1,-,42,90%,13,3,-,2,-,1,-,1,-,3,-,-,-,-,-,-,-,-,6.0,3356966
,V. Coufal,West Ham,DMR,,Czechia,90,-,-,1,-,1,1,3/3,4/2,17/7,-,-,-,20,-,88,-,5,-,50,82%,21,2,-,2,1,-,1,3,-,5,-,-,-,-,-,-,-,-,7.1,3356966
,J. Ward-Prowse,West Ham,DMCR,,England,59,-,-,-,-,-,1,1/1,3/3,0/5,2,-,-,6,-,47,1,1,-,37,95%,7,3,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,6.5,3356966
,G. Rodríguez,West Ham,DMCL,,Argentina,58,-,-,1,-,2,1,2/0,2/2,8/5,4,-,-,4,-,36,1,3,-,23,91%,4,4,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,6.3,3356966
,A. W-Bissaka,West Ham,DML,,DR Congo,90,-,-,-,-,-,-,1/1,0/0,4/2,4,-,-,13,-,68,3,3,-,41,88%,20,1,-,-,-,-,1,1,-,3,-,-,-,-,-,-,-,-,6.6,3356966
,T. Souček,West Ham,AMC,,Czechia,58,-,-,-,-,1,-,2/1,3/1,8/3,3,-,-,7,-,25,-,1,-,15,73%,3,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,6.0,3356966
,J. Bowen,West Ham,FCR,,England,90,1,-,-,-,1,1,1/1,1/0,15/4,1,-,-,20,-,47,-,4,-,23,65%,11,1,-,3,1,2,2,10,-,2,-,-,-,-,-,-,-,-,7.2,3356966
,K. Mohammed,West Ham,FCL,,Ghana,79,-,-,-,-,-,2,2/1,1/1,13/7,-,-,-,15,-,50,-,5,-,23,96%,7,-,-,3,-,1,2,4,-,5,-,-,-,-,-,-,-,-,6.5,3356966
,Lucas Paquetá,West Ham,M,,Brazil,32,-,-,1,-,1,-,0/0,0/0,5/2,-,-,-,10,-,46,1,3,-,33,82%,21,5,-,1,-,1,2,2,-,1,-,-,-,-,-,-,-,-,6.4,3356966
,N. Füllkrug,West Ham,F,,Germany,32,-,-,-,-,1,-,1/1,3/2,6/3,1,-,-,5,-,14,-,2,-,8,63%,3,-,-,1,1,-,-,3,-,-,-,-,-,-,-,-,-,-,6.3,3356966
,Carlos Soler,West Ham,M,,Spain,31,-,-,1,-,2,1,1/0,2/1,6/3,-,-,-,3,-,29,-,-,-,21,95%,10,2,-,1,1,-,-,3,-,3,-,-,-,-,-,-,-,-,6.2,3356966
,E. Álvarez,West Ham,D,,Mexico,32,-,-,1,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356966
,Luis Guilherme,West Ham,M,,Brazil,11,-,-,-,-,-,-,0/0,0/0,4/2,-,-,-,2,-,16,-,-,-,11,100%,4,-,-,1,-,1,2,1,-,-,-,-,-,-,-,-,-,-,,3356966
,J. Stolarczyk,Leicester,GK,,Poland,90,-,-,-,-,-,-,0/0,0/0,0/0,-,1,-,22,-,44,-,4,-,38,42%,5,24,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,6.0,3356964
,J. Justin,Leicester,DR,,England,64,-,1,-,-,-,-,3/2,4/2,7/5,2,-,-,9,-,63,-,3,-,46,83%,6,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,7.2,3356964
,C. Coady,Leicester,DCR,,England,90,-,-,-,-,-,-,1/1,0/0,0/1,4,-,-,2,-,71,-,3,-,63,97%,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.1,3356964
,W. Faes,Leicester,DCL,,Belgium,90,-,-,-,-,-,-,2/2,0/0,4/2,1,-,-,6,-,72,-,3,-,68,91%,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.1,3356964
,L. Thomas,Leicester,DL,,England,90,-,-,-,-,5,2,3/3,0/0,13/5,2,-,-,12,-,58,3,3,-,33,85%,4,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,6.9,3356964
,W. Ndidi,Leicester,DMCR,,Nigeria,88,-,1,-,-,-,-,4/1,5/2,13/6,2,-,-,8,-,52,2,2,-,40,85%,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.2,3356964
,B. Soumaré,Leicester,DMCL,,France,90,-,-,-,-,1,1,3/2,2/0,8/4,1,-,-,6,-,61,1,6,-,51,92%,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.0,3356964
,K. McAteer,Leicester,AMR,,Republic of Ireland,80,1,-,1,-,2,1,1/1,1/1,10/3,-,-,-,10,-,32,1,5,-,16,81%,7,-,-,3,2,-,-,2,-,2,-,-,-,-,-,-,-,-,7.1,3356964
,J. Ayew,Leicester,AMC,,Ghana,64,-,-,-,-,-,4,1/1,6/0,12/5,2,-,-,4,-,32,-,2,-,19,95%,8,2,-,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,6.2,3356964
,B. El Khannouss,Leicester,AML,,Morocco,90,-,-,-,-,2,-,3/3,1/0,14/6,-,-,-,15,-,64,-,3,-,47,85%,19,10,-,1,-,-,3,3,-,2,-,-,-,-,-,-,-,-,6.9,3356964
,J. Vardy,Leicester,S,,England,80,1,-,-,-,3,1,0/0,4/1,11/4,1,-,-,5,-,15,-,-,-,7,43%,3,-,-,3,1,-,2,3,-,-,-,-,-,-,1,1,-,-,6.7,3356964
,Ricardo Pereira,Leicester,D,,Portugal,26,-,-,-,-,1,-,1/1,0/0,3/2,1,-,-,2,-,31,2,2,-,21,90%,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,7.0,3356964
,P. Daka,Leicester,F,,Zambia,10,-,-,-,-,1,-,1/0,0/0,2/1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356964
,O. Skipp,Leicester,M,,England,2,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356964
,J. Evans,Leicester,M,,England,10,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356964
,J. Monga,Leicester,F,,England,26,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356964
,A. Palmer,Ipswich,GK,,England,90,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,3356964
,A. Tuanzebe,Ipswich,DR,,DR Congo,90,-,-,-,-,3,-,2/2,0/0,6/2,-,-,-,8,-,59,1,4,-,43,86%,12,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1,3356964
,D. O'Shea,Ipswich,DCR,,Republic of Ireland,90,-,-,-,-,1,3,0/0,7/6,12/9,3,-,-,10,-,77,-,2,-,63,86%,9,5,-,2,-,2,-,3,-,1,-,-,-,-,-,-,-,-,6.2,3356964
,J. Greaves,Ipswich,DCL,,England,90,-,-,-,-,3,-,1/1,9/9,13/10,6,-,-,9,-,88,1,2,-,77,88%,12,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.9,3356964
,L. Davis,Ipswich,DL,,England,90,-,-,-,-,1,-,1/1,2/1,5/2,2,-,-,14,1,56,-,-,-,33,79%,14,-,-,2,-,1,-,3,-,4,-,-,-,-,-,-,-,-,6.0,3356964
,Sam Morsy,Ipswich,DMCR,,Egypt,89,-,-,-,-,1,1,1/1,0/0,6/3,1,-,-,12,-,72,-,6,-,58,86%,19,7,-,1,-,-,1,2,1,2,-,-,-,-,-,-,-,-,6.6,3356964
,J. Cajuste,Ipswich,DMCL,,Sweden,71,-,-,-,-,1,-,0/0,1/1,6/3,-,-,-,8,-,45,-,3,-,34,82%,11,3,-,2,-,1,2,4,-,1,-,-,-,-,-,-,-,-,6.1,3356964
,O. Hutchinson,Ipswich,AMR,,England,90,-,-,-,-,-,6,1/1,0/0,18/11,1,-,-,16,1,63,1,7,-,25,92%,9,1,-,3,-,1,4,6,-,4,-,-,-,-,-,-,-,-,6.8,3356964
,J. Enciso,Ipswich,AMC,,Paraguay,71,-,-,-,-,-,1,0/0,0/0,11/4,-,-,-,16,-,39,-,1,-,14,71%,8,1,-,4,1,1,3,5,-,2,-,-,-,-,-,-,-,-,5.9,3356964
,J. Clarke,Ipswich,AML,,England,71,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356964
,G. Hirst,Ipswich,S,,Scotland,71,-,-,-,-,-,-,0/0,2/0,0/0,-,-,-,2,1,7,-,1,-,4,75%,1,-,-,2,1,-,-,2,-,-,-,-,-,-,-,-,-,-,5.6,3356964
,N. Broadhead,Ipswich,M,,Wales,19,-,-,-,-,-,-,1/1,0/0,3/1,-,-,-,2,-,13,-,-,-,9,100%,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.1,3356964
,C. Chaplin,Ipswich,F,,England,19,-,-,-,-,-,-,2/0,0/0,3/2,-,-,-,2,-,17,-,-,-,7,100%,2,1,-,2,-,2,-,1,-,-,-,-,-,-,-,-,-,-,6.0,3356964
,J. Taylor,Ipswich,M,,Republic of Ireland,19,-,-,-,-,-,-,0/0,1/0,0/0,-,-,-,2,-,15,-,2,-,14,86%,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.8,3356964
,M. Luongo,Ipswich,M,,Australia,1,-,-,-,-,-,-,1/1,0/0,0/1,-,-,-,1,-,4,-,-,-,3,67%,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356964
,L. Delap,Ipswich,F,,England,19,-,-,-,-,2,1,0/0,0/0,3/1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356964
,B. Leno,Fulham,GK,,Germany,90,-,-,1,-,-,1,0/0,0/0,0/1,2,-,-,7,-,35,-,4,-,28,75%,7,15,-,-,-,-,-,-,-,-,3,2,-,1,-,-,-,-,7.0,3356959
,K. Tete,Fulham,DR,,Netherlands,90,-,-,1,-,4,1,2/1,12/6,19/8,7,-,-,9,-,52,1,3,-,25,84%,15,2,-,1,-,1,-,4,-,3,-,-,-,-,-,-,-,-,5.9,3356959
,J. Andersen,Fulham,DCR,,Denmark,90,-,-,1,-,1,1,1/0,3/3,5/4,6,-,-,16,-,67,-,7,-,53,72%,14,14,-,1,-,1,-,1,-,1,-,-,1,-,-,-,-,-,5.7,3356959
,C. Bassey,Fulham,DCL,,Nigeria,90,-,-,-,-,-,1,1/1,3/2,5/4,7,-,-,6,-,52,1,5,-,40,88%,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.5,3356959
,A. Robinson,Fulham,DL,,United States,89,-,-,-,-,-,2,5/4,2/2,15/12,5,-,-,6,-,66,3,4,-,35,94%,7,-,-,-,-,-,3,1,-,3,-,-,-,-,-,-,-,-,7.3,3356959
,S. Lukić,Fulham,DMCR,,Serbia,90,-,-,-,-,-,-,1/1,1/1,0/2,1,1,-,13,-,48,-,2,-,37,81%,17,3,-,1,-,1,-,2,-,6,-,-,-,-,-,-,-,-,6.0,3356959
,S. Berge,Fulham,DMCL,,Norway,45,-,-,-,-,-,-,2/2,1/0,3/2,2,-,-,-,-,30,-,3,-,24,100%,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.5,3356959
,Adama Traoré,Fulham,AMR,,Spain,80,-,1,-,-,1,2,2/1,0/0,8/5,-,-,1,6,-,32,-,6,-,19,95%,12,-,-,1,1,-,1,1,-,4,-,-,-,-,-,-,-,-,6.1,3356959
,E. Smith Rowe,Fulham,AMC,,England,66,-,-,1,-,1,-,0/0,2/0,0/0,-,-,-,5,-,28,-,-,-,21,90%,5,-,-,2,1,1,-,1,-,-,-,-,-,-,-,-,-,-,5.9,3356959
,A. Iwobi,Fulham,AML,,Nigeria,66,-,-,-,-,-,-,1/0,1/1,4/2,1,1,-,12,-,34,-,7,-,22,77%,11,1,-,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,5.7,3356959
,R. Jiménez,Fulham,S,,Mexico,90,1,-,-,-,-,3,2/1,9/6,18/11,2,-,-,14,-,35,-,1,-,13,54%,10,2,-,5,2,3,-,4,-,-,-,-,-,-,-,1,-,-,7.5,3356959
,T. Cairney,Fulham,M,,Scotland,45,1,-,-,-,-,1,0/0,1/1,0/2,1,-,-,-,-,31,-,1,-,24,100%,14,3,-,3,2,1,-,1,-,-,-,-,-,-,-,-,1,-,7.6,3356959
,J. King,Fulham,M,,England,24,-,-,-,-,-,-,1/1,1/0,4/1,-,-,-,2,-,15,-,2,-,13,92%,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1,3356959
,H. Wilson,Fulham,M,,Wales,24,1,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,3356959
,R. Sessegnon,Fulham,D,,England,10,-,-,-,-,-,-,0/0,0/0,2/1,1,-,-,1,-,6,-,1,-,4,75%,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,3356959
,Jorge Cuenca,Fulham,D,,Spain,1,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,1,-,-,-,1,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356959
,M. Flekken,Brentford,GK,,Netherlands,90,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,8,-,33,-,11,-,24,67%,6,15,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,6.0,3356959
,M. Kayode,Brentford,DR,,Italy,63,-,-,-,-,-,-,0/0,2/2,6/2,2,-,-,6,-,27,-,2,-,16,81%,4,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,5.9,3356959
,N. Collins,Brentford,DCR,,Republic of Ireland,90,-,-,-,-,2,1,2/1,5/1,9/4,2,1,-,8,-,61,1,4,-,50,86%,10,5,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,5.3,3356959
,S. van den Berg,Brentford,DCL,,Netherlands,90,-,-,1,-,2,-,1/1,11/3,14/4,3,-,-,3,-,49,1,2,-,38,92%,3,2,-,2,-,-,-,3,1,-,-,-,-,-,-,-,-,-,5.7,3356959
,K. Lewis-Potter,Brentford,DL,,England,75,-,-,1,-,1,1,0/0,0/0,3/1,1,-,-,10,-,37,-,2,-,18,78%,3,4,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,5.2,3356959
,C. Nørgaard,Brentford,DMCR,,Denmark,90,-,-,1,-,1,-,0/0,4/4,6/4,2,-,-,8,-,45,2,4,-,35,86%,8,7,-,2,2,-,-,3,-,1,-,-,-,-,-,-,-,-,6.6,3356959
,Y. Yarmoliuk,Brentford,DMCL,,Ukraine,75,-,-,-,-,1,1,3/1,1/0,10/7,2,-,-,6,-,47,1,8,-,30,87%,5,3,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,6.4,3356959
,B. Mbeumo,Brentford,AMR,,Cameroon,90,1,-,-,-,-,-,0/0,2/0,10/3,1,-,-,25,-,54,-,4,-,32,59%,20,2,-,3,2,-,3,10,-,5,-,-,-,-,-,-,1,-,6.6,3356959
,M. Damsgaard,Brentford,AMC,,Denmark,90,-,-,-,-,-,-,1/1,1/0,4/2,-,-,-,24,-,64,-,8,-,50,72%,32,5,-,1,-,1,1,2,1,6,-,-,-,-,-,-,-,-,6.8,3356959
,K. Schade,Brentford,AML,,Germany,75,-,-,-,-,-,3,0/0,8/4,15/7,1,-,-,8,-,29,-,3,-,15,73%,8,-,-,1,-,1,-,6,-,1,-,-,-,-,-,-,-,1,6.0,3356959
,Y. Wissa,Brentford,S,,DR Congo,90,1,1,1,-,3,1,0/0,0/0,8/2,-,-,-,11,-,38,-,5,-,26,73%,18,2,-,2,2,-,1,7,-,-,-,-,-,-,-,-,-,-,7.9,3356959
,K. Ajer,Brentford,D,,Norway,27,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356959
,R. Henry,Brentford,D,,England,15,-,-,-,-,1,1,2/2,2/1,6/4,-,-,-,6,-,22,-,3,-,13,77%,7,1,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,,3356959
,M. Jensen,Brentford,M,,Denmark,15,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,9,-,21,-,2,-,13,77%,8,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,3356959
,Thiago,Brentford,F,,Brazil,15,-,-,-,-,-,-,1/0,0/0,0/1,-,-,-,2,-,8,-,1,-,4,75%,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356959
,N. Pope,Newcastle,GK,,England,90,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,10,-,35,-,9,-,23,57%,3,13,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,6.6,3356957
,F. Schär,Newcastle,DR,,Switzerland,90,-,-,-,-,-,1,1/0,11/7,13/8,11,-,-,13,-,76,3,2,-,44,82%,9,8,-,4,1,2,-,5,-,2,-,-,-,-,-,-,-,-,7.2,3356957
,S. Botman,Newcastle,DC,,Netherlands,64,-,-,-,-,-,-,0/0,1/1,0/1,1,-,-,2,-,30,-,1,-,26,96%,4,-,-,1,-,1,-,2,1,-,-,-,-,-,-,-,-,-,6.4,3356957
,D. Burn,Newcastle,DL,,England,90,-,-,1,-,3,-,3/3,10/5,16/8,5,-,-,7,-,55,-,3,-,45,84%,10,5,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,6.9,3356957
,J. Murphy,Newcastle,DMR,,England,63,-,-,-,-,-,-,4/3,1/1,12/6,3,-,-,11,-,37,-,1,-,18,61%,10,6,-,-,-,-,1,-,-,3,-,-,-,-,-,-,-,-,5.9,3356957
,B. Guimaraes,Newcastle,DMCR,,Brazil,90,-,-,-,-,1,3,6/3,1/0,14/9,2,-,-,13,-,77,-,9,-,60,85%,21,7,-,2,1,1,-,6,-,-,-,-,-,-,-,-,-,-,6.8,3356957
,S. Tonali,Newcastle,DMCL,,Italy,90,-,-,-,-,-,3,1/1,0/0,6/4,-,-,-,13,-,57,1,5,-,40,85%,14,4,-,1,-,1,-,-,-,7,-,-,-,-,-,-,-,-,6.2,3356957
,V. Livramento,Newcastle,DML,,England,90,-,-,-,-,-,-,0/0,2/1,6/2,1,-,-,9,-,55,2,5,-,33,94%,9,-,-,1,1,-,1,4,-,3,-,-,-,-,-,-,-,-,6.7,3356957
,H. Barnes,Newcastle,AMCR,,England,76,-,-,-,-,2,-,0/0,1/1,4/1,-,-,-,4,-,23,-,2,-,14,93%,7,1,-,3,1,1,-,1,-,1,-,-,-,-,-,-,-,-,5.7,3356957
,A. Gordon,Newcastle,AMCL,,England,90,-,-,-,-,-,1,1/1,1/0,9/4,-,-,1,16,-,43,-,1,-,21,81%,10,1,-,-,-,-,2,3,-,6,-,-,-,-,-,-,-,-,5.4,3356957
,C. Wilson,Newcastle,S,,England,64,-,-,-,-,1,-,0/0,1/0,0/0,-,-,-,10,-,18,-,-,-,8,100%,6,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,5.6,3356957
,E. Krafth,Newcastle,D,,Sweden,26,-,-,1,-,1,1,0/0,1/1,3/2,2,-,-,4,-,19,-,-,-,9,56%,4,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,6.0,3356957
,L. Miley,Newcastle,M,,England,27,-,-,-,-,-,-,2/1,2/1,4/3,-,-,-,3,-,23,-,-,-,21,86%,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.9,3356957
,W. Osula,Newcastle,F,,Denmark,26,-,-,-,-,1,-,1/0,2/1,4/2,-,-,-,5,-,9,-,-,-,3,67%,3,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,5.6,3356957
,J. Willock,Newcastle,M,,England,14,-,-,1,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356957
,David Raya,Arsenal,GK,,Spain,90,-,-,1,-,-,1,0/0,3/3,0/4,2,3,-,18,-,45,-,11,-,28,36%,10,22,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,6.8,3356957
,B. White,Arsenal,DR,,England,90,-,-,-,-,1,-,1/1,0/0,6/1,4,-,-,11,-,57,-,5,-,32,91%,12,1,-,1,-,-,-,4,-,-,-,-,-,-,-,-,-,-,6.6,3356957
,W. Saliba,Arsenal,DCR,,France,45,-,-,-,-,-,-,0/0,2/1,2/1,2,1,-,2,-,34,-,4,-,30,93%,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1,3356957
,J. Kiwior,Arsenal,DCL,,Poland,90,-,-,1,-,1,-,4/1,4/2,9/6,11,-,-,4,-,68,2,4,1,44,93%,8,2,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,8.4,3356957
,M. Lewis-Skelly,Arsenal,DL,,England,90,-,-,-,-,-,2,0/0,2/2,6/4,2,-,-,6,-,60,1,3,-,42,90%,19,3,-,1,-,1,-,2,-,2,-,-,-,-,-,-,-,-,6.7,3356957
,M. Odegaard,Arsenal,MCR,,Norway,90,-,1,-,-,2,-,0/0,0/0,5/1,1,-,-,14,-,56,1,3,-,44,82%,26,5,-,1,-,-,1,4,-,2,-,-,-,-,-,-,-,-,7.0,3356957
,T. Partey,Arsenal,MC,,Ghana,90,-,-,-,-,1,1,3/2,5/1,12/5,-,-,-,11,-,62,1,4,-,50,82%,13,8,-,2,1,1,-,3,-,-,-,-,-,-,-,-,-,-,6.6,3356957
,D. Rice,Arsenal,MCL,,England,90,1,-,-,-,-,-,1/1,5/4,9/6,3,-,-,8,-,40,-,5,-,25,84%,7,3,-,2,2,-,1,-,-,4,-,-,-,-,1,1,-,-,7.9,3356957
,B. Saka,Arsenal,WR,,England,76,-,-,-,-,-,1,4/2,2/1,9/7,-,-,-,13,-,46,-,2,-,31,74%,19,1,-,2,1,1,1,7,1,4,-,-,-,-,-,-,-,-,6.9,3356957
,L. Trossard,Arsenal,S,,Belgium,88,-,-,-,-,1,1,2/1,2/0,18/8,1,-,-,21,-,69,-,6,-,40,83%,21,1,-,1,-,1,5,4,-,1,-,-,-,-,-,-,-,-,6.7,3356957
,G. Martinelli,Arsenal,WL,,Brazil,90,-,-,-,-,1,1,1/0,6/1,12/3,2,-,-,7,-,38,1,2,-,17,88%,7,1,-,2,-,1,-,5,-,1,-,-,-,-,-,-,-,-,5.9,3356957
,R. Calafiori,Arsenal,D,,Italy,45,-,-,-,-,-,-,1/1,1/0,2/1,-,-,-,2,-,23,-,5,-,22,91%,5,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.4,3356957
,K. Tierney,Arsenal,D,,Scotland,2,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,2,-,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356957
,K. Havertz,Arsenal,F,,Germany,14,-,-,1,-,2,2,0/0,2/0,6/2,2,-,-,2,-,9,-,2,-,1,100%,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,,3356957
,Alisson,Liverpool,GK,,Brazil,90,-,-,-,-,-,-,0/0,1/1,0/1,1,-,-,17,-,72,-,10,-,55,71%,3,20,-,-,-,-,-,-,-,-,9,3,-,-,-,-,-,-,7.5,3356960
,C. Bradley,Liverpool,DR,,Northern Ireland,77,-,1,-,-,-,1,0/0,0/0,6/2,4,-,-,11,-,48,-,4,-,26,81%,5,3,-,1,-,-,1,6,2,-,-,-,-,-,-,-,-,-,6.9,3356960
,I. Konaté,Liverpool,DCR,,France,90,-,-,-,-,-,1,0/0,0/0,2/1,3,1,-,5,-,64,2,2,-,53,92%,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.1,3356960
,J. Quansah,Liverpool,DCL,,England,90,-,-,-,-,-,-,1/0,1/1,4/2,10,-,-,8,-,87,1,3,-,70,90%,5,5,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.1,3356960
,K. Tsimikas,Liverpool,DL,,Greece,90,-,-,-,-,-,-,2/2,2/0,7/3,-,-,-,7,-,55,1,4,-,42,93%,7,3,-,-,-,-,1,1,-,3,-,-,-,-,-,-,-,-,5.6,3356960
,R. Gravenberch,Liverpool,DMCR,,Netherlands,90,-,-,-,-,1,3,0/0,0/0,9/4,2,-,-,8,-,81,2,4,-,65,95%,6,3,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,6.6,3356960
,D. Szoboszlai,Liverpool,DMCL,,Hungary,64,1,-,-,-,4,-,4/0,0/0,10/5,-,-,-,7,-,42,-,1,-,29,90%,10,5,-,2,1,1,1,2,-,1,-,-,-,-,-,-,-,-,6.5,3356960
,M. Salah,Liverpool,AMR,,Egypt,90,-,-,-,-,-,-,0/0,1/0,9/2,-,-,-,11,1,40,1,2,-,17,82%,8,1,-,6,2,2,2,14,-,-,-,-,-,-,-,-,-,-,6.4,3356960
,H. Elliott,Liverpool,AMC,,England,90,1,1,-,-,-,1,1/0,0/0,6/3,1,-,-,8,-,66,-,4,-,52,88%,15,2,-,3,2,-,1,2,-,1,-,-,-,-,-,1,-,-,8.0,3356960
,C. Gakpo,Liverpool,AML,,Netherlands,63,-,-,-,-,2,1,0/0,1/1,8/3,1,-,-,8,-,28,1,2,-,12,75%,3,1,-,2,-,-,1,6,1,-,-,-,-,-,-,-,-,-,6.5,3356960
,F. Chiesa,Liverpool,S,,Italy,63,-,-,-,-,1,1,1/0,3/0,8/2,1,-,-,3,-,13,-,2,-,5,100%,3,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,5.2,3356960
